LASTNAME,FIRSTNAME,PLAYERID,DAVENPORTCODE,MLBCODE,RETROSHEETCODE
Gothreaux,Jared,36215,GOTHREAUX19800127A,434640,
Goudie,Jaime,36220,GOUDIE19790308A,438932,
Gourdin,Tom,36223,GOURDIN19730524A,437602,
Goure,Sam,36224,GOURE19780417A,436213,
Gourlay,Matt,36225,GOURLAY19790626A,471503,
Gousha,Sean,36226,GOUSHA19710000A,438323,
Grace,Bryan,36229,GRACE19760401A,457375,
Gracesqui,Franklyn,36230,GRACESQUI19790820A,407927,gracf001
Gragg,Shaun,36231,GRAGG19771214A,444914,
Graham,Jess,36237,GRAHAM19751012A,436030,
Graham,Justin,36239,GRAHAM19770809A,445112,
Graham,Tom,36241,GRAHAM19780126A,445671,
Graham,Elgin,36242,GRAHAM19780215A,452956,
Graham,Frank,36243,GRAHAM19780807A,443442,
Graham,Pete,36244,GRAHAM19780825A,459715,
Graham,Jason,36245,GRAHAM19790924A,456116,
Grajales,Norberto,36246,GRAJALES00000000A,477456,
Grammer,Ed,36247,GRAMMER19751008A,444032,
Granadillo,Adel,36248,GRANADILL19780829A,470132,
Granado,Jan,36249,GRANADO19820926A,468283,
Granados,Bernie,36250,GRANADOS19790606A,455920,
Granata,Chris,36251,GRANATA19720000A,438394,
Granderson,Curtis,36252,GRANDERSO19810316A,434158,granc001
Grandizio,Steve,36253,GRANDIZIO19720000A,438172,
Grant,Michael,36255,GRANT19791112A,462401,
Grant,Brian,36256,GRANT19840816A,461222,
Granzow,Judd,36257,GRANZOW19770000A,440531,
Grass,Darren,36259,GRASS19720000A,439222,
Grassing,Bryan,36260,GRASSING19780112A,444885,
Grasso,Mike,36261,GRASSO19791225A,451665,
Grater,Kevin,36262,GRATER19770930A,446844,
Gravelle,Nick,36263,GRAVELLE19800214A,445072,
Graves,Bryan,36265,GRAVES19741008A,438398,
Graves,Robert,36266,GRAVES19800120A,462404,
Graves,Don,36267,GRAVES19810103A,449040,
Gray,Dennis,36268,GRAY19691224A,437963,
Gray,Travis,36270,GRAY19750628A,438946,
Gray,Brett,36271,GRAY19760819A,463562,
Gray,Mike,36272,GRAY19761206A,441926,
Gray,Rusty,36274,GRAY19770902A,464918,
Gray,Josh,36275,GRAY19810222A,457877,
Grebe,Brett,36277,GREBE19701124A,436280,
Grebeck,Brian,36278,GREBECK19670831A,442356,
Greco,Samuel,36279,GRECO19790122A,448338,
Green,Andy,36286,GREEN19770707A,433477,greea001
Green,Steve,36287,GREEN19780722A,457975,
Greenberg,Adam,36290,GREENBERG19810221A,435279,greea002
Greenbush,Peter,36291,GREENBUSH19781005A,457979,
Greene,Danny,36296,GREENE19730224A,436920,
Greene,Brian,36297,GREENE19740000A,442133,
Greene,Ryan,36298,GREENE19740806A,465429,
Greene,Clay,36299,GREENE19741110A,436546,
Greene,Alan,36301,GREENE19770410A,441123,
Greeny,Burdette,36303,GREENY19750423A,440348,
Greer,Matt,36305,GREER19760518A,441131,
Gregg,Neal,36306,GREGG19760209A,438219,
Gregg,Mitch,36307,GREGG19760707A,463469,
Gregg,Kevin,36308,GREGG19780620A,276514,gregk001
Gregg,James,36309,GREGG19781105A,453914,
Gregorio,Tom,36310,GREGORIO19770505A,408054,gregt002
Gregory,Rich,36311,GREGORY19750710A,439907,
Grenert,Geoff,36312,GRENERT19710000A,436130,
Gresham,Kris,36313,GRESHAM19700830A,440418,
Gresko,Mike,36314,GRESKO19761027A,437860,
Gretz,Nick,36315,GRETZ19780126A,452154,
Greusel,Evan,36316,GREUSEL19790822A,448675,
Grezlovski,Benjamin,36317,GREZLOVSK19761122A,444324,
Grice,Dan,36318,GRICE19751005A,473183,
Grife,Richard,36320,GRIFE19720000A,437154,
Griffey,Craig,36321,GRIFFEY19710603A,444087,
Griffin,Kirk,36325,GRIFFIN19750604A,465482,
Griffin,Matt,36326,GRIFFIN19751224A,437576,
Griffin,Justin,36327,GRIFFIN19761005A,462793,
Griffith,Dustin,36330,GRIFFITH19800916A,456556,
Grifol,Pedro,36332,GRIFOL19691128A,437073,grifp801
Griggs,Reggie,36334,GRIGGS19780222A,457899,
Grigsby,Benji,36335,GRIGSBY19701202A,438128,
Grijak,Kevin,36336,GRIJAK19700806A,437070,
Grimes,Sean,36338,GRIMES19830531A,446626,
Grimmett,Ryan,36339,GRIMMETT19750304A,437747,
Grindell,Nate,36340,GRINDELL19770409A,437228,
Grinnell,Tyler,36341,GRINNELL19790428A,469767,
Grippo,Mike,36343,GRIPPO19760506A,456616,
Griswold,Matt,36345,GRISWOLD19771110A,464846,
Grochol,Bryan,36346,GROCHOL19771004A,461305,
Groebner,Mark,36347,GROEBNER19741212A,437589,
Groeger,Jeff,36348,GROEGER19800905A,459326,
Groff,Matthew,36349,GROFF19780328A,447646,
Gronkiewicz,Lee,36350,GRONKIEWI19780821A,473137,gronl001
Gronowski,Craig,36351,GRONOWSKI19730000A,467291,
Groppuso,Mike,36352,GROPPUSO19700309A,439612,
Groseclose,David,36353,GROSECLOS19730000A,443246,
Gross,Rafael,36354,GROSS19740808A,466505,
Gross,Jeremy,36355,GROSS19760531A,465491,
Gross,Kyle,36356,GROSS19781211A,459723,
Grote,Jason,36357,GROTE19750413A,438499,
Grove,Jason,36358,GROVE19780815A,459717,
Groves,Brett,36359,GROVES19781001A,460368,
Gruban,Jarret,36360,GRUBAN19781014A,448217,
Grubbs,Chris,36362,GRUBBS19751227A,439517,
Grummitt,Dan,36363,GRUMMITT19760616A,436379,
Grundy,Phil,36364,GRUNDY19720908A,438642,
Grunewald,Keith,36365,GRUNEWALD19711015A,437810,
Grunwald,Erik,36366,GRUNWALD19770425A,460243,
Grzecka,Casey,36367,GRZECKA19791112A,448680,
Gsell,Tony,36368,GSELL19761231A,461784,
Guance,Luis,36369,GUANCE19820306A,455054,
Guante,Domingo,36371,GUANTE19801128A,463495,
Guerra,Mark,36372,GUERRA19711104A,437647,
Guerrero,Junior,36379,GUERRERO19770821A,346792,
Guerrero,Pedro,36381,GUERRERO19881203A,463313,
Guerrero,Tomas,36387,GUERRERO19820106A,463513,
Gugino,Mark,36390,GUGINO19730000A,438540,
Guiel,Jeff,36392,GUIEL19740112A,408055,
Guilfoyle,Michael,36393,GUILFOYLE19680000A,440389,
Guiliano,Matt,36395,GUILIANO19721007A,437651,
Guillen,Jose,36397,GUILLEN19790810A,468801,
Guilliams,Earl,36398,GUILLIAMS19810622A,464825,
Guillory,Dan,36399,GUILLORY19760512A,441812,
Guilmet,John,36400,GUILMET19750000A,443753,
Guiseppe,John,36401,GUISEPPE00000000A,447228,
Guizar,Hector,36402,GUIZAR00000000A,477457,
Gulin,Lindsay,36403,GULIN19761122A,408077,
Gulledge,Kelley,36404,GULLEDGE19790125A,460658,
Gulseth,Mark,36405,GULSETH19711112A,438611,
Gunderson,Shane,36409,GUNDERSON19731016A,436192,
Gunderson,Matthew,36410,GUNDERSON19770429A,439884,
Gundrum,Kris,36411,GUNDRUM19770418A,462439,
Gunn,Cody,36412,GUNN19820309A,450359,
Gunner,Chie,36413,GUNNER19780722A,440224,
Gunny,Peter,36414,GUNNY19800524A,447814,
Gunther,Kevin,36415,GUNTHER19730206A,439663,
Guse,Bryan,36416,GUSE19740921A,443761,
Gustafson,Troy,36417,GUSTAFSON19800613A,452696,
Guthrie,David,36419,GUTHRIE19740521A,441873,
Guthrie,Kendall,36420,GUTHRIE19751129A,438723,
Gutierrez,Jim,36424,GUTIERREZ19701128A,436264,
Gutierrez,Javier,36425,GUTIERREZ19750000A,542486,
Gutierrez,Lazaro,36427,GUTIERREZ19760207A,442487,
Gutierrez,Victor,36428,GUTIERREZ19771223A,438160,
Gutierrez,Jesse,36430,GUTIERREZ19780616A,444100,
Gutierrez,Derrick,36431,GUTIERREZ19781006A,441802,
Gutierrez,Said,36432,GUTIERREZ19800326A,462782,
Gutierrez,Fernando,36433,GUTIERREZ19800925A,466788,
Gutierrez,Jannio,36435,GUTIERREZ19820503A,466272,
Gutierrez,Franklin,36436,GUTIERREZ19830221A,429711,gutif001
Gutshall,Eric,36437,GUTSHALL19751114A,435707,
Guttormson,Ricky,36438,GUTTORMSO19770111A,441389,
Guy,Brad,36439,GUY19751025A,443745,
Guy,Jason,36440,GUY19820430A,451267,
Guyton,Eric,36442,GUYTON19770117A,464820,
Guzman,Wilson,36445,GUZMAN19730914A,473522,
Guzman,Leiby,36446,GUZMAN19750927A,467993,
Guzman,Toribio,36448,GUZMAN19760706A,467987,
Guzman,Elpidio,36449,GUZMAN19770224A,277398,
Guzman,Martin,36451,GUZMAN19770423A,463389,
Guzman,Jonathan,36452,GUZMAN19770826A,438684,
Guzman,Ambiorix,36454,GUZMAN19780520A,470103,
Guzman,Yorkis,36456,GUZMAN19780802A,465346,
Guzman,Jon,36457,GUZMAN19780828A,466144,
Guzman,Robert,36459,GUZMAN19800122A,455615,
Guzman,Alexis,36460,GUZMAN19800423A,463403,
Guzman,Jake,36462,GUZMAN19820802A,458966,
Guzman,Garrett,36464,GUZMAN19830207A,455612,
Guzman,Henry,36466,GUZMAN19840725A,466999,
Gwaltney,Lee,36467,GWALTNEY19800506A,450218,
Gwyn,Marcus,36468,GWYN19771104A,461880,gwynm001
Haas,Chris,36476,HAAS19761015A,442889,
Haase,Jeff,36477,HAASE19780515A,444908,
Haase,Frank,36478,HAASE19790721A,455935,
Habel,Jason,36479,HABEL19800816A,452128,
Habel,Josh,36480,HABEL19800910A,450834,
Habig,Keith,36481,HABIG19731023A,436021,
Hacen,Abraham,36482,HACEN19760122A,463883,
Hacker,Steve,36483,HACKER19740906A,439676,
Hackett,Richard,36485,HACKETT19790430A,455604,
Hacopian,Derek,36486,HACOPIAN19700000A,437546,
Hadden,Randy,36487,HADDEN19771101A,458203,
Hafer,Jeff,36488,HAFER19741027A,443424,
Hage,Thomas,36489,HAGE19740802A,464810,
Hagen,Matt,36490,HAGEN19800103A,456130,
Hagerty,Luke,36491,HAGERTY19810401A,434883,
Haggard,Chris,36492,HAGGARD19781110A,462563,
Hagge,Kirk,36493,HAGGE19760000A,443858,
Hagins,Steve,36494,HAGINS19750307A,442908,
Haigler,Phil,36498,HAIGLER19740613A,443406,
Haines,Talley,36499,HAINES19761116A,430836,
Hairr,Kevin,36500,HAIRR19790215A,455735,
Hairston,Jason,36502,HAIRSTON19760503A,436743,
Hake,Travis,36503,HAKE19760811A,444915,
Halamicek,Kevin,36504,HALAMICEK19771023A,445252,
Halemanu,Joshua,36508,HALEMANU19740000A,438525,
Haley,Adam,36511,HALEY19800904A,457101,
Halgren,Chris,36512,HALGREN19790411A,453471,
Hall,Yates,36518,HALL19730329A,439134,
Hall,Doug,36520,HALL19741212A,439261,
Hall,Ronnie,36521,HALL19751014A,437979,
Hall,Noah,36524,HALL19770609A,430934,
Hall,Chris,36525,HALL19790314A,447674,
Hall,Dan,36526,HALL19790618A,444916,
Hall,Shane,36527,HALL19800614A,458953,
Hall,Bo,36528,HALL19800905A,453451,
Halla,Ryan,36529,HALLA19731003A,442327,
Hallead,John,36530,HALLEAD19760000A,441360,
Hallmark,Pat,36532,HALLMARK19731231A,440514,
Halloran,Matt,36533,HALLORAN19780303A,440069,
Halper,Jason,36534,HALPER19750000A,441403,
Halperin,Mike,36535,HALPERIN19730908A,441589,
Halpin,Jeremy,36536,HALPIN19741120A,467491,
Halsey,Brad,36537,HALSEY19810214A,433517,halsb001
Haltiwanger,Garrick,36539,HALTIWANG19750303A,437209,
Halvorson,Greg,36540,HALVORSON19770117A,447705,
Haman,Mack,36543,HAMAN19751211A,442441,
Hamann,Rob,36546,HAMANN19761215A,444603,
Hamblen,Chris,36547,HAMBLEN19800217A,449467,
Hambrick,Marcus,36548,HAMBRICK19790619A,456602,
Hamel,Jon,36550,HAMEL19770111A,465517,
Hamill,Ryan,36551,HAMILL19781003A,456005,
Hamilton,Joe,36554,HAMILTON19740712A,442233,
Hamilton,Jim,36555,HAMILTON19750801A,442703,
Hamilton,Jon,36557,HAMILTON19771023A,440814,
Hamilton,Ryan,36558,HAMILTON19780105A,457884,
Hamlin,Mark,36561,HAMLIN19740209A,437865,
Hammack,Brandon,36562,HAMMACK19730305A,442863,
Hamman,Corey,36563,HAMMAN19800412A,456599,
Hammel,Jason,36564,HAMMEL19820902A,434628,hammj002
Hammond,James,36568,HAMMOND19751217A,442174,
Hammond,Joey,36569,HAMMOND19771027A,442738,
Hammond,Derry,36570,HAMMOND19791019A,441850,
Hammons,Matthew,36571,HAMMONS19770409A,443536,
Hampson,Justin,36572,HAMPSON19800524A,430618,hampj001
Hampton,Matt,36574,HAMPTON19770620A,448844,
Hampton,Royce,36575,HAMPTON19821019A,448829,
Hamulack,Tim,36576,HAMULACK19761114A,425787,hamut001
Hancock,Everett,36580,HANCOCK19800227A,455947,
Hand,Jon,36582,HAND19751214A,436768,
Handy,Russell,36583,HANDY19740814A,438853,
Hanel,Marcus,36584,HANEL19711019A,438745,
Hanigan,Ryan,36585,HANIGAN19800816A,452672,hanir001
Hankins,Ryan,36586,HANKINS19760630A,435406,
Hanna,Warren,36588,HANNA19790912A,455731,
Hannah,Shawn,36591,HANNAH19770322A,451566,
Hannahan,Buzz,36592,HANNAHAN19760629A,437924,
Hansack,Devern,36594,HANSACK19820805A,468962,hansd002
Hanseen,Tye,36595,HANSEEN19741122A,464786,
Hanson,D.J.,36601,HANSON19800807A,430659,
Hanson,Travis,36602,HANSON19810124A,454441,
Harber,Ryan,36609,HARBER19760925A,441843,
Harden,Nathan,36610,HARDEN19780113A,440209,
Hardge,Mike,36611,HARDGE19720127A,440103,
Harding,Todd,36613,HARDING19770914A,438951,
Hardwick,Bubba,36614,HARDWICK19720118A,437479,
Hardy,Brett,36615,HARDY19731222A,436220,
Hargreaves,Brad,36618,HARGREAVE19771030A,438931,
Hargrove,Harvey,36619,HARGROVE19751009A,442151,
Haring,Brett,36620,HARING19750207A,466778,
Harkrider,Timothy,36621,HARKRIDER19710905A,437809,
Harkrider,Kip,36622,HARKRIDER19750916A,441423,
Harmer,Frank,36624,HARMER19750000A,437662,
Harmes,Kris,36625,HARMES19710000A,438759,
Harper,Brandon,36631,HARPER19760429A,276353,harpb002
Harper,Shaun,36632,HARPER19800330A,447707,
Harper,Jesse,36633,HARPER19801111A,430660,
Harper,Brett,36634,HARPER19810731A,444107,
Harraid,Jonathan,36636,HARRAID19751123A,443459,
Harrand,Robert,36637,HARRAND19800111A,455944,
Harrell,Scott,36638,HARRELL19741125A,470895,
Harrell,Ken,36639,HARRELL19750129A,442919,
Harrell,Timothy,36640,HARRELL19751031A,439566,
Harrelson,Jim,36642,HARRELSON19781117A,452950,
Harriger,Mark,36643,HARRIGER19750429A,438202,
Harriman,Preston,36644,HARRIMAN19790928A,444888,
Harriman,David,36645,HARRIMAN19801015A,457816,
Harrington,Jesse,36646,HARRINGTO19791222A,461262,
Harrington,Corey,36647,HARRINGTO19800506A,453442,
Harris,Jeff,36658,HARRIS19740704A,441266,harrj001
Harris,J.T.,36661,HARRIS19760629A,442708,
Harris,Toby,36662,HARRIS19761224A,453836,
Harris,Silas,36663,HARRIS19770315A,464829,
Harris,Julian,36664,HARRIS19770926A,440349,
Harris,Cedrick,36666,HARRIS19771114A,452262,
Harris,Kevin,36667,HARRIS19780327A,436531,
Harris,Josh,36669,HARRIS19781127A,473184,
Harris,Blair,36670,HARRIS19790606A,470446,
Harris,Gary,36671,HARRIS19790909A,450824,
Harris,Cory,36672,HARRIS19791207A,460430,
Harrison,Tom,36675,HARRISON19710930A,465306,
Harrison,Adonis,36677,HARRISON19760928A,436182,
Harrison,Scott,36678,HARRISON19770703A,443507,
Harrison,Jamal,36679,HARRISON19770715A,437678,
Harrison,Vince,36680,HARRISON19791129A,456749,
Harriss,Robin,36681,HARRISS19710807A,438523,
Hart,Len,36685,HART19731008A,440207,
Hart,Damien,36686,HART19750624A,440356,
Hart,Corey,36687,HART19750905A,437221,
Hart,Keith,36688,HART19760204A,439541,
Hart,Bo,36689,HART19760927A,429580,hartb001
Hart,Alex,36691,HART19800110A,446432,
Hartig,Philip,36693,HARTIG19771218A,445245,
Hartley,Will,36694,HARTLEY19801224A,460555,
Hartman,Ron,36695,HARTMAN19741212A,436351,
Hartmann,Pete,36696,HARTMANN19710513A,437288,
Harts,Jeremy,36697,HARTS19800606A,435521,
Hartshorn,Ty,36699,HARTSHORN19740803A,437822,
Hartvigson,Chad,36701,HARTVIGSO19701215A,437670,
Harvey,Aaron,36707,HARVEY19730611A,469359,
Harvey,Ian,36708,HARVEY19761011A,465589,
Harwas,Oliver,36709,HARWAS19750807A,442495,
Hashimoto,Kei,36716,HASHIMOTO19790905A,472499,
Hasselhoff,Derek,36717,HASSELHOF19731010A,406973,
Hassey,Brad,36718,HASSEY19791128A,459317,
Hassinger,Brad,36719,HASSINGER19680000A,443101,
Hastings,Lionel,36720,HASTINGS19730126A,443663,
Hastings,Joe,36721,HASTINGS19780625A,448330,
Hattenburg,Ray,36727,HATTENBUR19761006A,462902,
Hattig,John,36729,HATTIG19800227A,434596,hattj001
Hause,Brendan,36731,HAUSE19750000A,435992,
Haver,Lance,36734,HAVER19761217A,449834,
Hawes,B.J.,36735,HAWES19790602A,446841,
Hawk,David,36736,HAWK19790620A,439910,
Hawkins,Kraig,36737,HAWKINS19711204A,443137,
Hawkins,Al,36740,HAWKINS19780101A,443720,
Hawkins,Chad,36741,HAWKINS19780724A,452990,
Hawkins,Ryan,36742,HAWKINS19781231A,440907,
Hawkins,Dustin,36743,HAWKINS19791122A,454474,
Hawksworth,Blake,36744,HAWKSWORT19830301A,458003,hawkb001
Hawley,Ross,36745,HAWLEY19791214A,444544,
Haworth,Brent,36746,HAWORTH19770226A,462449,
Haws,Scott,36747,HAWS19720000A,439017,
Hawthorne,Kyle,36748,HAWTHORNE19780313A,435715,
Haydel,Richard,36753,HAYDEL19780826A,451248,
Hayden,Terry,36755,HAYDEN19750626A,466785,
Hayes,Heath,36756,HAYES19720229A,436329,
Haynes,Brad,36761,HAYNES19810929A,451736,
Haynes,Matt,36762,HAYNES19830418A,460352,
Haynie,Jason,36763,HAYNIE19740329A,443395,
Hazelton,Justin,36765,HAZELTON19780809A,440857,
Hazlett,Steve,36767,HAZLETT19700330A,435773,
Hazlett,Andy,36768,HAZLETT19750827A,420924,
Head,Daniel,36769,HEAD19781007A,455128,
Headley,Justin,36770,HEADLEY19760427A,464917,
Heagen,Douglas,36771,HEAGEN19800620A,471135,
Heal,Darren,36772,HEAL19790905A,446630,
Healy,Liam,36773,HEALY19761221A,460223,
Heams,Shane,36774,HEAMS19750929A,436180,
Heath,Woody,36778,HEATH19760819A,439841,
Heath,Matt,36779,HEATH19790321A,449058,
Heath,Demetrius,36780,HEATH19810123A,452145,
Hebert,Cedric,36781,HEBERT19770919A,437214,
Heble,Kurt,36782,HEBLE19690000A,441182,
Heck,Chris,36785,HECK19770210A,455034,
Hecker,Steven,36787,HECKER19781122A,455599,
Heckman,Andy,36788,HECKMAN19711017A,443148,
Hee,Aaron,36791,HEE19790304A,438246,
Heffernan,Chris,36794,HEFFERNAN19780615A,442333,
Heflin,Theodore,36795,HEFLIN19810528A,458502,
Heiberger,Heath,36796,HEIBERGER19800620A,455168,
Heimbach,Andy,36798,HEIMBACH19770925A,453501,
Heine,Kyle,36799,HEINE19760125A,438216,
Heineman,Rick,36800,HEINEMAN19740000A,443385,
Heinrichs,Jon,36801,HEINRICHS19741118A,437412,
Heintz,Chris,36802,HEINTZ19740806A,425863,heinc001
Heitzman,Aaron,36803,HEITZMAN19791121A,454473,
Held,Travis,36805,HELD19770319A,435709,
Helena,Roberto,36806,HELENA19810823A,463451,
Heller,Brad,36807,HELLER19711208A,467364,
Hellman,Matt,36808,HELLMAN19781118A,444513,
Helmer,Chad,36809,HELMER19750912A,435885,
Helps,Jason,36811,HELPS19781220A,445238,
Helquist,Jon,36812,HELQUIST19800817A,444335,
Hemme,Justin,36813,HEMME19751215A,452177,
Hemmings,Scot,36814,HEMMINGS19770506A,441385,
Hemus,Jared,36816,HEMUS19810101A,452286,
Henderson,Ryan,36820,HENDERSON19690930A,435975,
Henderson,Scott,36824,HENDERSON19750227A,436720,
Henderson,Brad,36825,HENDERSON19761015A,444594,
Henderson,Eric,36827,HENDERSON19790905A,460645,
Hendricks,Ryan,36829,HENDRICKS19720803A,441376,
Hendricks,John,36831,HENDRICKS19770806A,444581,
Hendrickson,Ben,36832,HENDRICKS19810204A,430608,hendb001
Hendricks,K.J.,36833,HENDRICKS19810220A,451680,
Hendrikx,Brandon,36834,HENDRIKX19760000A,443043,
Henkenjohann,Tim,36835,HENKENJOH19800903A,464286,
Henn,Sean,36836,HENN19810423A,430675,henns001
Henrie,Matt,36837,HENRIE19791128A,455001,
Henriquez,Hector,36839,HENRIQUEZ19811203A,471105,
Henry,Santiago,36841,HENRY19720727A,451902,
Henry,Paul,36844,HENRY19810627A,448164,
Hensler,Brad,36845,HENSLER19780304A,466274,
Hensley,Anthony,36846,HENSLEY19771210A,449132,
Hensley,Clay,36847,HENSLEY19790831A,454535,hensc002
Henthorne,Kevin,36848,HENTHORNE19691209A,472213,
Herauf,Jeremy,36849,HERAUF19780707A,473161,
Herbert,Russ,36850,HERBERT19720421A,438536,
Herbert,John,36851,HERBERT19771023A,446516,
Herbison,Brett,36852,HERBISON19770613A,443530,
Herdman,Eli,36853,HERDMAN19760000A,440708,
Heredia,Julian,36854,HEREDIA19690922A,445709,
Herider,Jeremy,36856,HERIDER19720000A,467385,
Hermida,Jeremy,36858,HERMIDA19840130A,435181,hermj001
Hernaiz,Juan,36859,HERNAIZ19750215A,443975,
Hernandez,Santos,36868,HERNANDEZ19721103A,150136,
Hernandez,Mario,36870,HERNANDEZ19750707A,465460,
Hernandez,Rafael,36871,HERNANDEZ19750923A,468700,
Hernandez,Alexei,36873,HERNANDEZ19760620A,469079,
Hernandez,Vladimir,36875,HERNANDEZ19770202A,458644,
Hernandez,Elvin,36878,HERNANDEZ19770820A,466603,
Hernandez,John-Eric,36879,HERNANDEZ19771104A,453908,
Hernandez,Michel,36880,HERNANDEZ19780812A,150089,hernm002
Hernandez,Orlando,36881,HERNANDEZ19790326A,470144,
Hernandez,Johnny,36883,HERNANDEZ19790911A,447708,
Hernandez,Fausto,36884,HERNANDEZ19791120A,466130,
Hernandez,Mike,36887,HERNANDEZ19810408A,460207,
Hernandez,Yoel,36888,HERNANDEZ19820415A,470279,herny001
Hernandez,Anderson,36889,HERNANDEZ19821030A,435038,herna003
Hernandez,Santo,36890,HERNANDEZ19840119A,467669,
Herndon,Eric,36891,HERNDON19761004A,441797,
Herr,Aaron,36892,HERR19810307A,456006,
Herrera,Misael,36895,HERRERA19770315A,465998,
Herrera,Pedro,36896,HERRERA19790524A,472889,
Herrera,Franklyn,36898,HERRERA19801008A,470982,
Herrera,Cesar,36899,HERRERA19810605A,451474,
Herrera,Christian,36900,HERRERA19820409A,456480,
Herrick,Jason,36903,HERRICK19730729A,444783,
Hertel,Brian,36906,HERTEL19780428A,455633,
Hertzel,Patrick,36907,HERTZEL19760709A,442717,
Herzog,Jason,36910,HERZOG19780608A,464246,
Hetherington,Luke,36912,HETHERING19830413A,446632,
Hewes,Robert,36913,HEWES19750627A,444134,
Heying,Scott,36914,HEYING19751226A,439538,
Hibbard,Billy,36915,HIBBARD19760624A,443667,
Hickman,Ben,36918,HICKMAN19761110A,451721,
Hickman,Brian,36919,HICKMAN19780207A,455157,
Hickman,Jason,36920,HICKMAN19780711A,449864,
Hicks,Jamie,36921,HICKS19711115A,442666,
Hicks,Ralph,36922,HICKS19770803A,449853,
Hicks,Scott,36923,HICKS19800606A,445660,
Hicks,Bryan,36924,HICKS19820628A,450333,
Hietpas,Joe,36927,HIETPAS19790501A,425880,hietj001
Higgins,Brett,36931,HIGGINS19770409A,459374,
Higgins,Josh,36932,HIGGINS19790616A,455661,
High,Andy,36933,HIGH19740522A,463626,
Hightower,Vee,36934,HIGHTOWER19720426A,441054,
Hilario,Enderson,36940,HILARIO19810917A,470941,
Hileman,Jutt,36941,HILEMAN19810713A,461400,
Hiles,Cary,36942,HILES19751129A,425791,
Hilinski,Scott,36943,HILINSKI19791212A,456750,
Hill,Tyrone,36947,HILL19720307A,439586,
Hill,Jason,36948,HILL19720414A,467292,
Hill,Kendall,36949,HILL19740718A,439239,
Hill,T.J.,36951,HILL19750715A,443910,
Hill,Terrance,36952,HILL19751017A,436396,
Hill,Willy,36955,HILL19760921A,441143,
Hill,Chad,36957,HILL19770418A,459711,
Hill,Rich,36959,HILL19800311A,448179,hillr001
Hill,Jamar,36961,HILL19820920A,457991,
Hill,Josh,36962,HILL19830327A,469722,
Hillaert,Victor,36963,HILLAERT19771125A,460558,
Hilliker,Tracey,36964,HILLIKER19780000A,468805,
Hills,Rich,36965,HILLS19730728A,438677,
Hills,Chris,36966,HILLS19770831A,453825,
Hills,Mark,36967,HILLS19780812A,441952,
Hilo,Johnny,36968,HILO19740000A,439481,
Hinchy,Brian,36972,HINCHY19760000A,441775,
Hindman,Scott,36973,HINDMAN19810306A,460581,
Hinds,Rob,36974,HINDS19710426A,443136,
Hine,Steve,36976,HINE19740206A,467409,
Hines,Pooh,36978,HINES19740913A,443251,
Hines,Carlos,36979,HINES19800926A,430628,
Hines,Matthew,36980,HINES19810513A,453457,
Hinton,Travis,36983,HINTON19801121A,454608,
Hintz,Beau,36984,HINTZ19800512A,462386,
Hiraldo,Inocencio,36989,HIRALDO19820124A,465516,
Hirtensteiner,Rick,37005,HIRTENSTE19680000A,437775,
Hitchcox,Brian,37006,HITCHCOX19780721A,430936,
Hite,Kevin,37007,HITE19740723A,437186,
Hixson,David,37009,HIXSON19780913A,455719,
Hlodan,George,37011,HLODAN19760625A,439508,
Hlousek,Bob,37012,HLOUSEK19770729A,445117,
Hmielewski,Chris,37013,HMIELEWSK19710000A,440441,
Hoane,Wes,37014,HOANE19770906A,463570,
Hobbs,Jay,37017,HOBBS19750512A,452172,
Hoch,Corey,37018,HOCH19750910A,437560,
Hochgesang,Josh,37019,HOCHGESAN19770416A,451540,
Hodge,Kevin,37022,HODGE19761028A,441798,
Hodge,Luis,37023,HODGE19820213A,469659,
Hodges,Kerry,37027,HODGES19791107A,450358,
Hoerman,Jared,37030,HOERMAN19770425A,461366,
Hoff,Steve,37032,HOFF19770701A,439500,
